danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_id,track_name,track_source_playlist,track_artists_id,track_artists_name,track_artists_followers,track_artists_popularity,release_date,release_date_precision,popularity,generated_timestamp
0.647,0.661,8,-4.109,1,0.394,0.299,0.0,0.184,0.535,127.375,204121,5,3lZ35cg1X4ij07O7daezB1,Disrespect.,6Jq0QdwB0vk7VPcIqpo4pr,363rd3ZlAT1FYFhYLFzK6L,Rondo,4068,12,2019-10-22,day,12,2024-01-08
0.778,0.687,9,-3.825,0,0.317,0.0573,0.0,0.228,0.265,180.102,182831,4,7rost6QtzTUZpiajgNiayM,Fuck Time,6Jq0QdwB0vk7VPcIqpo4pr,363rd3ZlAT1FYFhYLFzK6L,Rondo,4068,12,2019-10-21,day,4,2024-01-08
0.571,0.513,5,-1.487,0,0.318,0.388,0.0,0.0771,0.393,86.682,188936,1,6dPC0A0QIVeWiDP5TXxV2Z,Mad Move,6Jq0QdwB0vk7VPcIqpo4pr,363rd3ZlAT1FYFhYLFzK6L,Rondo,4068,12,2020-03-25,day,6,2024-01-08
0.848,0.514,3,-6.254,0,0.216,0.542,0.0,0.0998,0.529,91.972,188071,4,1HxRxpQaKZ4YCBcuWkdvw5,Vengeance,6Jq0QdwB0vk7VPcIqpo4pr,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,21328,31,2019-03-05,day,15,2024-01-08
0.705,0.865,8,0.407,0,0.289,0.421,5.35e-06,0.416,0.355,92.868,209032,4,16S50hbW9Ui4kYTPyWQurr,My Queen,6Jq0QdwB0vk7VPcIqpo4pr,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,21328,31,2020-05-03,day,15,2024-01-08
0.861,0.677,6,-5.097,0,0.16,0.593,0.0,0.173,0.53,96.98,164299,4,2JMoaiETMzWj1JuH3Qoqzw,March Out,6Jq0QdwB0vk7VPcIqpo4pr,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,21328,31,2020-05-15,day,11,2024-01-08
0.833,0.497,0,-5.785,0,0.0629,0.341,0.0,0.134,0.407,100.098,184000,4,2n4DDrBbyFRy7DtBslqoSG,Walking Dead,6Jq0QdwB0vk7VPcIqpo4pr,1q8eLau7GFYIqG56nO7Cwt,CJ Dan,6886,9,2020-06-16,day,1,2024-01-08
0.568,0.481,1,-8.623,1,0.184,0.0309,2.19e-05,0.135,0.179,99.104,188265,4,2HYdeo3DodKgsBmD3TVQTK,Zess in Peace,6Jq0QdwB0vk7VPcIqpo4pr,6fanvfSBKMMExePwhUq8Mi,K Lion,40088,30,2020-06-06,day,34,2024-01-08
0.669,0.573,0,-9.535,0,0.184,0.236,0.0,0.178,0.516,96.171,180050,4,4mBWrY8fUrB4mlrpX5EsaA,Full Ah Zess,6Jq0QdwB0vk7VPcIqpo4pr,3iWwLfjZAKzmAB57v38i45,Raskality,5723,15,2019-05-09,day,16,2024-01-08
0.721,0.419,1,-12.849,0,0.523,0.397,0.00256,0.102,0.626,119.667,184416,5,43XCJ7TGzi5YUY9H9ZM02y,Shella Business,6Jq0QdwB0vk7VPcIqpo4pr,3iWwLfjZAKzmAB57v38i45,Raskality,5723,15,2019-11-15,day,2,2024-01-08
0.649,0.751,10,-3.356,0,0.123,0.624,0.000394,0.26,0.762,126.752,180037,5,4o9Xjt2Vom7Jz6o5HefWll,Please Jah,6Jq0QdwB0vk7VPcIqpo4pr,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,21328,31,2019-08-30,day,11,2024-01-08
0.836,0.625,10,-6.0,0,0.485,0.174,0.0,0.155,0.294,105.905,186000,4,3UnrwZ6tnJfx1HIPeR8iP1,Dark,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-03-02,day,15,2024-01-08
0.774,0.702,5,-7.118,0,0.0949,0.24,0.0,0.52,0.58,100.078,158119,4,4QH8r0iy4wVQZu3YPGG29i,Fully 6ixx,6Jq0QdwB0vk7VPcIqpo4pr,"4DbFUy6A1B8aJuNKjrQX3k,60XkthNPxcF6LNmFB4i1j8","Tafari,Rebel","6287,63","9,12",2019-02-24,day,25,2024-01-08
0.798,0.728,1,-2.101,1,0.117,0.407,2.11e-06,0.288,0.45,102.086,144118,4,743mjyeoiLPuaDF8ZvZwzt,Heights of Greatness,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-03-13,day,10,2024-01-08
0.5,0.626,4,-8.286,1,0.359,0.551,2.15e-05,0.161,0.347,66.92,174042,5,1cbTNx0Il06pTerFdwfmHu,Lifestyle,6Jq0QdwB0vk7VPcIqpo4pr,6fanvfSBKMMExePwhUq8Mi,K Lion,40088,30,2019-04-05,day,14,2024-01-08
0.795,0.611,6,-7.626,0,0.297,0.377,0.0,0.158,0.329,100.025,199416,4,7xcuZ6it2nDqVUh0B29znm,Rise Up,6Jq0QdwB0vk7VPcIqpo4pr,6fanvfSBKMMExePwhUq8Mi,K Lion,40088,30,2019-11-11,day,27,2024-01-08
0.727,0.677,2,-6.647,1,0.44,0.29,0.0,0.107,0.39,104.563,178426,4,0nKXu2MA0BDfHlOGFHQg9S,Looney,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-03-16,day,18,2024-01-08
0.54,0.892,4,-3.194,0,0.137,0.683,0.0,0.119,0.589,66.318,170947,5,2ZtoZ5KfkJopYmxSsAH78U,Things Mi Like,6Jq0QdwB0vk7VPcIqpo4pr,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,21328,31,2020-03-24,day,6,2024-01-08
0.635,0.785,8,0.082,1,0.386,0.651,0.0,0.0765,0.469,122.461,224176,5,22VkCYoJYaLyqHyJbOEmd4,Y.W. & F.,6Jq0QdwB0vk7VPcIqpo4pr,"58GP6t4N8aiJkHTOM41ECz,6QJrx4J9XqIxXUBhacoJHC","Plumpy Boss,Medz Boss","21328,34233","31,27",2020-03-25,day,11,2024-01-08
0.622,0.502,9,-9.788,0,0.38,0.84,0.0,0.122,0.738,130.147,157649,5,7KUixnExocVYLhLSej3OVS,Doom,6Jq0QdwB0vk7VPcIqpo4pr,5slhysoEJ05kVNc173rOJU,K Lion,2585,5,2021-01-11,day,15,2024-01-08
0.645,0.687,4,-3.991,0,0.0975,0.631,0.0,0.145,0.767,103.951,135027,4,4N5wDxNrfUq2S6GUN8ljtk,Knock,6Jq0QdwB0vk7VPcIqpo4pr,"2CzDoKM72K2fdbbtnAVtlJ,7zow5Va8ESrfnxvUF62HRH","Teejah,Icee Dan","3464,8058","2,22",2019-10-18,day,14,2024-01-08
0.635,0.765,8,-0.682,1,0.302,0.214,0.0,0.163,0.273,187.762,173617,4,0XCSfWmpzQctqknug6zyfi,Come See Me,6Jq0QdwB0vk7VPcIqpo4pr,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,21328,31,2020-03-25,day,12,2024-01-08
0.563,0.599,8,-1.144,1,0.271,0.319,0.0,0.151,0.309,94.443,188936,4,1qJt9lT5en6fjZPtuXs90U,Why Pree,6Jq0QdwB0vk7VPcIqpo4pr,7zow5Va8ESrfnxvUF62HRH,Icee Dan,8058,22,2020-03-25,day,6,2024-01-08
0.601,0.636,5,-1.407,0,0.244,0.351,4.26e-06,0.0998,0.331,92.192,186383,4,6hm6NmNeK2v2udArr7Y8x1,Trini Bad,6Jq0QdwB0vk7VPcIqpo4pr,2y0QGjnlzB39Nf2duLQoxk,KG,242,18,2020-03-25,day,5,2024-01-08
0.728,0.622,9,-7.544,0,0.169,0.258,0.0,0.327,0.419,133.212,175200,5,49dMKmMc4VpV5dEMs2SrzQ,New Settings,6Jq0QdwB0vk7VPcIqpo4pr,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,34233,27,2020-04-17,day,19,2024-01-08
0.747,0.724,5,-4.982,0,0.231,0.189,1.17e-06,0.133,0.195,66.707,137445,3,4pmZNiKyksRl4Hs4Q4FHI3,King Life,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-03-26,day,37,2024-01-08
0.822,0.79,5,-4.426,1,0.105,0.319,0.0,0.645,0.532,104.031,161538,4,4pXmpmYfGA9FcpQ26Z58Rx,Deal With It,6Jq0QdwB0vk7VPcIqpo4pr,"3r8Hq14XJAyy6K8mlBs2s5,5AVAzwpIu9f3H1oegupPCd","Rebel Sixx,Travis World","50851,14484","34,41",2020-03-26,day,15,2024-01-08
0.785,0.724,8,-3.29,0,0.0989,0.429,0.0,0.109,0.62,102.076,134430,4,1cOxR1m0uBQF3yJmU1zL5e,So Right,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-03-26,day,13,2024-01-08
0.786,0.764,3,-3.842,0,0.126,0.458,0.0,0.225,0.596,103.004,188738,4,2Q0whzivIxh6gvETkZVAz8,History Book,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-03-26,day,13,2024-01-08
0.78,0.574,5,-7.391,0,0.062,0.329,0.0,0.133,0.58,105.046,205714,4,2NdDPlnepE6rdWo3Ea5ZvW,Ghetto Prophet,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-03-26,day,29,2024-01-08
0.864,0.336,7,-13.343,0,0.446,0.729,4.11e-06,0.087,0.268,102.998,170097,4,1Ws1EbaVbgeGYXs47971q3,Cramp Dem,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-01-01,day,18,2024-01-08
0.624,0.811,0,-4.148,0,0.32,0.45,0.0,0.0996,0.547,86.317,188395,4,3rYUmKC2wm9v4WDEiaFrfS,Knock It,6Jq0QdwB0vk7VPcIqpo4pr,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,21328,31,2020-01-17,day,16,2024-01-08
0.62,0.575,11,-8.166,0,0.403,0.602,0.0,0.257,0.54,129.591,181316,5,34CSnxpzP47wjhIYFbzdmN,Outside,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2019-04-05,day,5,2024-01-08
0.948,0.474,1,-7.502,1,0.215,0.328,0.0,0.0748,0.756,102.008,170527,4,1Rb8dGAGOpo0ou6KWd7Rh2,Jump on My Cocky,6Jq0QdwB0vk7VPcIqpo4pr,"09LprKSjs0a3gH492PixiV,1yBSwrhGAh8xLabpLtbzTL,6gIIlxlZpVoCOJWu20Rj2g","Potential Kidd,Trinidad Ghost,Mr Grills","950,670,8","13,7,0",2019-03-25,day,0,2024-01-08
0.673,0.908,10,-2.056,0,0.382,0.0746,6.64e-06,0.169,0.561,104.934,160000,4,72aC1kO5NRlhciYesmu6Y7,Champions League,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-04-05,day,5,2024-01-08
0.789,0.441,6,-11.237,0,0.44,0.409,0.000569,0.153,0.239,134.565,192475,5,2xJvjFqDlw5rovw9gflcZh,Hide & Seek,6Jq0QdwB0vk7VPcIqpo4pr,"3r8Hq14XJAyy6K8mlBs2s5,1MdzISNKOYvAhoak5FBn2C","Rebel Sixx,Coutain","50851,1825","34,16",2020-01-27,day,14,2024-01-08
0.591,0.437,9,-11.115,0,0.106,0.342,0.00132,0.103,0.187,133.215,178561,5,2Kash1TDMUyeImXTZAB3hd,Military Standard,6Jq0QdwB0vk7VPcIqpo4pr,3RZVAxQEhF9JEFvHDRovxQ,Ice Dan,1284,0,2019-05-17,day,4,2024-01-08
0.563,0.658,11,-9.837,0,0.663,0.297,0.0,0.655,0.875,93.604,194273,4,1NHXo5h3Kysh5zWHZQKQax,We out Here,6Jq0QdwB0vk7VPcIqpo4pr,3ATKkAzfZsIJuoCnOepK67,Trigger Dan,1834,6,2019-07-19,day,3,2024-01-08
0.901,0.574,10,-6.654,0,0.4,0.0556,0.0,0.0529,0.232,92.088,130435,4,69IXRZewcuVI1H2KWkKYMW,Lock It,6Jq0QdwB0vk7VPcIqpo4pr,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,34233,27,2020-04-20,day,5,2024-01-08
0.653,0.593,1,-4.64,1,0.439,0.282,0.0,0.106,0.283,200.065,160800,4,0rwZImnu68KfWCa4Wim7iG,Last Days,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-05-01,day,9,2024-01-08
0.886,0.641,6,-4.928,0,0.0967,0.603,6.31e-05,0.37,0.771,100.088,176400,4,2gSJCm1gcCXXfcLeElXUXz,Tight & Good,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-05-05,day,5,2024-01-08
0.923,0.537,6,-4.164,1,0.206,0.0961,3.49e-06,0.249,0.546,100.023,156778,4,5ytiuWdHukOZLtZBfzcfqR,Black Rain,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-04-11,day,23,2024-01-08
0.77,0.581,5,-3.092,1,0.111,0.447,1.32e-05,0.187,0.542,99.958,156549,4,0EyAByUg4sNJDQFw0aIn2V,Plan,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-05-31,day,20,2024-01-08
0.78,0.837,5,0.055,0,0.278,0.181,0.0,0.085,0.345,130.936,144528,5,3ju22V3WVQQUV0gCwgk0UI,Kill a Clown,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-05-29,day,8,2024-01-08
0.578,0.816,5,0.874,0,0.289,0.847,0.0,0.137,0.672,137.036,205385,5,0qKqGgquhT9TtlRu3X99wy,Name of the Game,6Jq0QdwB0vk7VPcIqpo4pr,"6CxUKwVnCBKKP60XMvnMOL,6p3yRoqpqsQp5AajLW9MVa,4DbFUy6A1B8aJuNKjrQX3k","Jahllano,LRG,Tafari","20037,1137,6287","25,3,9",2020-04-15,day,6,2024-01-08
0.753,0.484,2,-6.867,0,0.303,0.671,5.96e-05,0.107,0.376,104.037,166154,4,6jj7fDpv5pWwlTMXBzY4t7,No Trust No Love,6Jq0QdwB0vk7VPcIqpo4pr,"3r8Hq14XJAyy6K8mlBs2s5,5AVAzwpIu9f3H1oegupPCd","Rebel Sixx,Travis World","50851,14484","34,41",2020-06-03,day,48,2024-01-08
0.855,0.87,2,-3.803,0,0.123,0.354,0.0,0.0824,0.519,130.002,184615,4,1adZB0M09tyKc0Uyu2lPas,World War 4,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-08-21,day,16,2024-01-08
0.882,0.725,2,-4.698,1,0.305,0.132,0.0,0.284,0.582,102.989,184111,4,15E33ox5QcaPZOEJ3pFhVL,Covid (Freestyle),6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-08-31,day,11,2024-01-08
0.614,0.472,9,-10.899,0,0.338,0.555,0.0,0.176,0.328,132.567,177647,5,1pDrlfTUcDSeLJ2VSbp83g,Warn Dem,6Jq0QdwB0vk7VPcIqpo4pr,6fanvfSBKMMExePwhUq8Mi,K Lion,40088,30,2019-05-17,day,8,2024-01-08
0.804,0.636,9,-6.571,0,0.201,0.57,1.06e-06,0.173,0.669,97.962,189518,4,3VvPOFYAc3mGzVKIOWxD46,Squeeze,6Jq0QdwB0vk7VPcIqpo4pr,0WK9Tb5kguLaYynIb3vrNc,Rebel,363,24,2019-11-22,day,21,2024-01-08
0.874,0.657,4,-4.597,0,0.238,0.0785,1.38e-06,0.157,0.286,104.155,185744,4,6IKSQrj2ZH5YB2J8ISvRXn,Me Will Dweet,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-04-15,day,10,2024-01-08
0.609,0.892,8,-1.169,1,0.248,0.767,0.0,0.103,0.488,116.75,152967,5,42Vc4jGkhnFz42d3bxMTev,Hold on Strong,6Jq0QdwB0vk7VPcIqpo4pr,2y0QGjnlzB39Nf2duLQoxk,KG,242,18,2020-03-25,day,0,2024-01-08
0.658,0.838,8,-1.989,1,0.159,0.742,0.0,0.127,0.518,118.158,171429,5,7xHnWDqtWUbC24DoaqKjo3,S.I.P.,6Jq0QdwB0vk7VPcIqpo4pr,0Gkq3acWre3Hu02EAvBiIa,Rheon Elbourne,3987,22,2020-03-25,day,1,2024-01-08
0.604,0.767,5,-0.659,0,0.309,0.545,0.0,0.0851,0.483,117.445,161538,5,60qr7ujYw4FxrvQFlnYELs,Too Bad Mind,6Jq0QdwB0vk7VPcIqpo4pr,559YLWpCvVYo3qCEhMJ3pq,Lawless,6074,13,2020-03-25,day,1,2024-01-08
0.567,0.89,4,-4.955,0,0.185,0.665,5.99e-05,0.286,0.78,67.653,142200,5,39kdGduxJeBHaBc5fW8Nwo,Spanish Zess,6Jq0QdwB0vk7VPcIqpo4pr,1yBSwrhGAh8xLabpLtbzTL,Trinidad Ghost,670,7,2020-04-02,day,4,2024-01-08
0.698,0.701,6,-5.4,0,0.33,0.78,0.0,0.13,0.699,97.643,163344,4,5m50Hb5bR1EnnraPNfdSDt,Grim Reaper,6Jq0QdwB0vk7VPcIqpo4pr,3KaFfC4kfSJiwbdCA1vF5H,Tejah,3256,16,2020-05-07,day,7,2024-01-08
0.593,0.848,5,0.091,0,0.348,0.169,0.0,0.0944,0.386,98.09,144490,4,0Z5EtyQrPdS3mBxYmyv9fT,Murder Change,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-05-30,day,10,2024-01-08
0.723,0.848,8,-0.208,1,0.093,0.331,0.0,0.15,0.404,130.683,129796,5,4TxjfLX82XwczzmPFnHauo,People Dead,6Jq0QdwB0vk7VPcIqpo4pr,1q8eLau7GFYIqG56nO7Cwt,CJ Dan,6886,9,2020-05-30,day,4,2024-01-08
0.571,0.868,1,-0.006,1,0.353,0.249,0.0,0.22,0.407,131.987,159184,5,45Ufw6TGvpoJvUuyw0mklX,Jordan,6Jq0QdwB0vk7VPcIqpo4pr,6CxUKwVnCBKKP60XMvnMOL,Jahllano,20037,25,2020-05-30,day,8,2024-01-08
0.896,0.491,2,-11.2,1,0.335,0.0356,5.71e-06,0.158,0.407,99.891,136072,4,3fRcLIcRDZBNcJwk3diMoM,Titanic,6Jq0QdwB0vk7VPcIqpo4pr,5tr6GdAE9bwCqYuLXUwIhd,Toppy Boss,8031,4,2020-06-15,day,13,2024-01-08
0.788,0.62,6,-7.242,0,0.118,0.671,0.0,0.0758,0.533,122.055,255765,4,1UzSUI6i19pFHhvWZEFA0G,Collatoral Damage,6Jq0QdwB0vk7VPcIqpo4pr,"0JSBUUBuT8pbdbw1UZggSY,0WhrKY560yMc8mma8YXNKp","Tefflon,Faces","19249,44","28,0",2020-07-25,day,0,2024-01-08
0.605,0.629,11,-6.172,0,0.29,0.0633,0.0282,0.375,0.44,129.808,154105,5,6daXR3jHpIkMkSU8ahbTLz,Scamma,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-09-23,day,12,2024-01-08
0.684,0.423,6,-7.599,1,0.759,0.0309,0.0,0.14,0.565,100.508,160825,4,4joTWJy5q9JjLyNMu53C3P,Plenty,6Jq0QdwB0vk7VPcIqpo4pr,2uXytzsWyyjXiAaQQ5O0s3,Pablo Dan,2941,5,2020-04-13,day,0,2024-01-08
0.9,0.467,8,-6.77,1,0.396,0.0478,0.0,0.28,0.628,100.227,156056,4,0aOHFUjXW62VtifbWpDYEi,Scarface,6Jq0QdwB0vk7VPcIqpo4pr,"6FOHdBHp21uRWCc1fbETV5,5JsN0iGKAkfJ0XmLF512sW","JP,Shortz","8,17","0,0",2020-04-09,day,2,2024-01-08
0.494,0.623,0,-7.549,0,0.226,0.739,0.0,0.174,0.593,99.946,204038,4,77HAwXtSwccgC50iEor9WU,Hurricane,6Jq0QdwB0vk7VPcIqpo4pr,0JSBUUBuT8pbdbw1UZggSY,Tefflon,19249,28,2020-06-22,day,20,2024-01-08
0.88,0.466,9,-8.935,0,0.185,0.477,0.0,0.156,0.69,105.048,146286,4,42u3ZN44ZMd6r4oM8N4Hj9,Buss Like Bamboo,6Jq0QdwB0vk7VPcIqpo4pr,0JSBUUBuT8pbdbw1UZggSY,Tefflon,19249,28,2020-08-31,day,0,2024-01-08
0.649,0.684,8,-6.138,1,0.271,0.716,0.00496,0.11,0.554,196.098,151091,4,2zNBZQL5BUVRDvYkbE0osv,Good,6Jq0QdwB0vk7VPcIqpo4pr,6fanvfSBKMMExePwhUq8Mi,K Lion,40088,30,2020-04-24,day,29,2024-01-08
0.789,0.585,11,-4.965,1,0.212,0.645,0.0,0.128,0.516,96.139,170000,4,5uNZnaxxztf8AWaaa00DVo,Candle,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-06-29,day,12,2024-01-08
0.819,0.733,2,-5.883,1,0.151,0.109,0.0,0.21,0.207,101.935,164191,4,1vfHVs1nldp5Ef8EzcpOyE,Me Against the World,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-07-01,day,17,2024-01-08
0.781,0.577,4,-7.653,0,0.0796,0.527,0.0,0.125,0.664,100.003,202000,4,08I57pk6tgCToD2jNHNrTM,Evil,6Jq0QdwB0vk7VPcIqpo4pr,3r8Hq14XJAyy6K8mlBs2s5,Rebel Sixx,50851,34,2020-07-24,day,30,2024-01-08
0.701,0.34,9,-9.321,1,0.684,0.3,0.0,0.114,0.48,132.979,187200,5,3Z7lC6x2vymyE9wahQJhu7,3 Points,6Jq0QdwB0vk7VPcIqpo4pr,1q8eLau7GFYIqG56nO7Cwt,CJ Dan,6886,9,2020-08-14,day,6,2024-01-08
0.651,0.73,6,-2.999,0,0.244,0.407,0.0,0.212,0.519,65.657,195918,5,76P8ZWpGNUFpZ8zE9uIFfa,Steamy,6Jq0QdwB0vk7VPcIqpo4pr,5tr6GdAE9bwCqYuLXUwIhd,Toppy Boss,8031,4,2020-08-25,day,3,2024-01-08
0.696,0.685,6,-3.58,0,0.272,0.407,0.0,0.0994,0.509,65.517,178776,5,3VjnY5y5BHE7TSxZY7a2JI,Wah You Need,6Jq0QdwB0vk7VPcIqpo4pr,7zow5Va8ESrfnxvUF62HRH,Icee Dan,8058,22,2020-08-25,day,2,2024-01-08
0.739,0.623,9,-3.58,1,0.335,0.411,6.62e-06,0.101,0.534,65.372,178776,5,5w14makz0nZWypVSGQRfJP,Another Girl,6Jq0QdwB0vk7VPcIqpo4pr,58GP6t4N8aiJkHTOM41ECz,Plumpy Boss,21328,31,2020-08-25,day,7,2024-01-08
0.846,0.608,9,-3.644,1,0.303,0.336,1.56e-06,0.103,0.432,65.329,195918,5,5mltUpm5Yedugv4GUIzuUI,Braff Lyfe,6Jq0QdwB0vk7VPcIqpo4pr,3iWwLfjZAKzmAB57v38i45,Raskality,5723,15,2020-10-09,day,1,2024-01-08
0.526,0.749,9,-2.691,1,0.265,0.475,1.66e-06,0.0968,0.473,77.746,185000,3,2eHQjFGP9uotZX3ghZPyFY,Say Less,6Jq0QdwB0vk7VPcIqpo4pr,"1K23l3n63BTCtIMm0TyS4c,6QJrx4J9XqIxXUBhacoJHC","Nailah Blackman,Medz Boss","35226,34233","41,27",2020-08-25,day,23,2024-01-08
0.78,0.52,4,-9.246,0,0.362,0.396,1.15e-06,0.114,0.551,100.124,204000,4,3M263yhWbaDLpJqONPo6s1,Diss Once,6Jq0QdwB0vk7VPcIqpo4pr,6fanvfSBKMMExePwhUq8Mi,K Lion,40088,30,2020-07-24,day,26,2024-01-08
0.939,0.582,11,-6.405,0,0.12,0.366,3.73e-06,0.127,0.536,105.976,153962,4,7nJzkn8NZ99JNtC7ooYkxK,Gyal Come (Secret Sauce Riddim),6Jq0QdwB0vk7VPcIqpo4pr,6QJrx4J9XqIxXUBhacoJHC,Medz Boss,34233,27,2020-08-30,day,18,2024-01-08
0.716,0.738,1,-3.919,1,0.311,0.266,0.0,0.106,0.497,66.702,180061,5,6t7p7MRpPYIDm1QLTgURRF,Who Run Things,6Jq0QdwB0vk7VPcIqpo4pr,"3tylMtQ2jNczaYAtAOqhv3,6hhy54ByINNSzZKbPgosRO","KellyBeatz,Jza King","1506,355","10,2",2020-05-04,day,9,2024-01-08
0.501,0.787,3,-4.131,0,0.435,0.0883,0.0,0.103,0.338,66.356,180036,5,3YLRzQqfSJUFqKCuUp7Yqe,Covid 19,6Jq0QdwB0vk7VPcIqpo4pr,"3tylMtQ2jNczaYAtAOqhv3,7IbkKTNpBj7MORRdt3oge3","KellyBeatz,Zerimar","1506,30169","10,34",2020-05-04,day,28,2024-01-08
0.621,0.751,8,-4.161,0,0.36,0.0655,0.0,0.147,0.544,66.64,180061,5,44AvImSEOe40SXred0sA0q,Ghetto Story,6Jq0QdwB0vk7VPcIqpo4pr,"3tylMtQ2jNczaYAtAOqhv3,3qi65wjB2eT1o4f5FzQxfH","KellyBeatz,Teejah","1506,41","10,0",2020-05-04,day,7,2024-01-08
0.764,0.633,3,-7.443,0,0.166,0.539,0.0,0.122,0.435,66.669,156029,5,7fZXMwD5s7Xyhkn5pp2DE0,Far,6Jq0QdwB0vk7VPcIqpo4pr,"3tylMtQ2jNczaYAtAOqhv3,5UoVuwjRIYT6WGDUJjT1Se","KellyBeatz,Lu City","1506,8395","10,37",2020-05-04,day,6,2024-01-08
0.627,0.741,8,-4.341,0,0.34,0.0655,0.0,0.117,0.377,66.629,159686,5,0KhJepSMBUfyPIdEBBe90Y,Hold on,6Jq0QdwB0vk7VPcIqpo4pr,"3tylMtQ2jNczaYAtAOqhv3,58w0KtpWYgz26s686wB8Fk","KellyBeatz,King Rilla","1506,58","10,7",2020-05-04,day,3,2024-01-08
0.578,0.724,8,-3.924,0,0.413,0.0301,0.0,0.113,0.484,199.966,159660,4,1joGpygyEerhzMR0auKgR7,Mental,6Jq0QdwB0vk7VPcIqpo4pr,"3tylMtQ2jNczaYAtAOqhv3,3sKXlq0SyWTuHLTLPQc9tm","KellyBeatz,Ants Major","1506,18","10,0",2020-05-04,day,4,2024-01-08
0.806,0.777,3,-4.104,0,0.197,0.0838,0.0,0.117,0.596,66.757,160731,5,609vp55J5byaLzJWzMKTDi,Identity Thief,6Jq0QdwB0vk7VPcIqpo4pr,"3tylMtQ2jNczaYAtAOqhv3,3I5TPl1uItSuR7GCt9uz3i","KellyBeatz,Sound Station","1506,142","10,0",2020-05-04,day,4,2024-01-08
0.665,0.787,10,-4.313,0,0.336,0.309,1.21e-05,0.113,0.557,66.937,159686,5,6aGhMxsKBeQ9WsWNlmxYip,Up in Her,6Jq0QdwB0vk7VPcIqpo4pr,"3tylMtQ2jNczaYAtAOqhv3,7G7HG3gbFmkyzhjGqzDsr9","KellyBeatz,Junior B","1506,76","10,0",2020-05-04,day,2,2024-01-08
